#gs	avg_shap	gid	gs2
UEVLD	0.0017981423419244174	55293	UEVLD
SLC16A2	0.006442516416435754	6567	SLC16A2
TPRA1	0.007052495056061182	131601	TPRA1
CYGB	0.010982757180224846	114757	CYGB
COX18	0.0026695314948118674	285521	COX18
PEX2	0.0017455232532518812	5828	PEX2
OTULIN	0.0016897427579743002	90268	OTULIN
ZNF648	0.0005849978574142471	127665	ZNF648
SCNN1A	0.013651328535628969	6337	SCNN1A
FHL3	0.002766748065969271	2275	FHL3
PCDH7	0.007162778564995995	5099	PCDH7
ZNF587	0.002728257284455555	84914	ZNF587
NXPE2	0.0009126075467335588	120406	NXPE2
NUDCD2	0.0018742081402725098	134492	NUDCD2
LRRC24	0.0015019371993405801	441381	LRRC24
ZIC5	0.002380511862873825	85416	ZIC5
FABP12	0.00012886118327609498	646486	FABP12
ZNF783	0.0024750722063092965	100289678	ZNF783
CT45A3	0.004919086391997585	441519	CT45A3
FAM149B1	0.002902264030852525	317662	FAM149B1
FLAD1	0.0031272642059089507	80308	FLAD1
BCL2L12	0.0030578652057480235	83596	BCL2L12
KRT10	0.005712123842512538	3858	KRT10
POP5	0.001758377289201364	51367	POP5
HP	0.0011829646494847248	3240	HP
HDGFL3	0.0016335775022541402	50810	HDGFL3
OR10G2	7.683782720650262e-05	26534	OR10G2
PAICS	0.0019548149083288436	10606	PAICS
DROSHA	0.0024103517539767437	29102	DROSHA
TP53BP1	0.001974651089757262	7158	TP53BP1
BSPRY	0.0028042916582668768	54836	BSPRY
ARRB1	0.002832970668172765	408	ARRB1
IFT22	0.0048898139652238225	64792	IFT22
CDIN1	0.00525725412489676	84529	CDIN1
CPA5	0.001754273025998157	93979	CPA5
ALDH1A2	0.004318491029286563	8854	ALDH1A2
AKT3	0.010090433846149962	10000	AKT3
ZNF611	0.0039512120095638505	81856	ZNF611
BEND3	0.005302980427353327	57673	BEND3
FHOD3	0.015310864683610335	80206	FHOD3
AKR7A3	0.003179497808253347	22977	AKR7A3
POLI	0.005307395268375546	11201	POLI
DAB2IP	0.015011520481172623	153090	DAB2IP
OR7A10	5.409794130555263e-06	390892	OR7A10
SMDT1	0.0010330598192564212	91689	SMDT1
ABHD3	0.00113030776334415	171586	ABHD3
UGT3A2	0.003619798541149262	167127	UGT3A2
PTP4A3	0.0038913648102899237	11156	PTP4A3
TOMM20L	0.00037005756628045745	387990	TOMM20L
NTN5	0.0006819626082178326	126147	NTN5
PDS5B	0.0023734740666668547	23047	PDS5B
FAM171A2	0.00210826895951601	284069	FAM171A2
HBA2	0.005481223611614164	3040	HBA2
SH3GL2	0.006349978437089493	6456	SH3GL2
HOXC12	0.008142075168658601	3228	HOXC12
KHK	0.005289274937646274	3795	KHK
ACP3	0.0021790571292576145	55	ACP3
CAP1	0.004493224330689648	10487	CAP1
RBMXL3	0.00010554028207661561	139804	RBMXL3
HCLS1	0.010777682455119035	3059	HCLS1
IMPG2	0.0008894144149705492	50939	IMPG2
UBALD2	0.009980168560490872	283991	UBALD2
OR1J2	0.00027025067826570086	26740	OR1J2
STMN3	0.012894813244132447	50861	STMN3
FMC1-LUC7L2	0.002869571161700614	100996928	FMC1-LUC7L2
ANKS3	0.0038736556336144315	124401	ANKS3
LRRC37A3	0.003754742850961455	374819	LRRC37A3
NUDT17	0.005596987560091427	200035	NUDT17
KRT28	0.0006224131924113453	162605	KRT28
ANOS1	0.01648553697336277	3730	ANOS1
TRIB1	0.008467026525053059	10221	TRIB1
SEC22A	0.003031689083171195	26984	SEC22A
SPATA13	0.013510033354665192	221178	SPATA13
ATAT1	0.0038280619804299636	79969	ATAT1
TXNL4B	0.0014278868743212024	54957	TXNL4B
OR10K2	2.84851682629553e-06	391107	OR10K2
TAF5L	0.0009044622036493668	27097	TAF5L
BACE2	0.004377975859948321	25825	BACE2
AHNAK	0.006625540641221111	79026	AHNAK
ACOD1	3.210617714157595e-05	730249	ACOD1
CNNM3	0.0015905497204189846	26505	CNNM3
MYOZ1	0.0012701583036214042	58529	MYOZ1
CNR1	0.0041926707580792035	1268	CNR1
ORAI3	0.016341809130684212	93129	ORAI3
ZPBP2	0.0003508936213471427	124626	ZPBP2
DCAF12L1	0.0011322686964287266	139170	DCAF12L1
RPS19	0.002086367760701147	6223	RPS19
SMAD3	0.015869071019882042	4088	SMAD3
VCX2	0.0034897487483006983	51480	VCX2
MYF6	0.000806623015896311	4618	MYF6
OR1L1	3.2338988539526984e-05	26737	OR1L1
C1orf198	0.018321832238661462	84886	C1orf198
MC1R	0.022920951677185785	4157	MC1R
ZNF610	0.008245214082174133	162963	ZNF610
UNK	0.0018811631399727607	85451	UNK
ALG13	0.0014905061703861789	79868	ALG13
ZNF566	0.0009350235479726583	84924	ZNF566
PPP1R9B	0.0024149874179676474	84687	PPP1R9B
TMUB2	0.003916467672143854	79089	TMUB2
BTD	0.009989147743786904	686	BTD
SCN4A	0.0022479274062159613	6329	SCN4A
DMBT1	0.0033308850233664524	1755	DMBT1
ARL1	0.014216072001034351	400	ARL1
C1RL	0.007679637070840139	51279	C1RL
SLC22A12	3.4367428731034105e-05	116085	SLC22A12
PRRT4	0.0035956205712120437	401399	PRRT4
SYMPK	0.004011851391063405	8189	SYMPK
TSR2	0.0027467449789386686	90121	TSR2
C2orf74	0.014242639036353998	339804	C2orf74
DNAAF6	0.000399592433855889	139212	DNAAF6
ELOVL3	0.003003272705119292	83401	ELOVL3
GPRC5D	0.004600129760902878	55507	GPRC5D
SYT5	0.02743779267945532	6861	SYT5
TAS2R14	0.008482212213145048	50840	TAS2R14
MRPS7	0.006099034578916182	51081	MRPS7
TMEM61	0.004713045008546084	199964	TMEM61
TUBGCP4	0.0037494688325625134	27229	TUBGCP4
PXT1	0.0008191843368954326	222659	PXT1
FAM98A	0.014276572147772625	25940	FAM98A
GLIS2	0.008109110096060608	84662	GLIS2
RP1	0.004963525467475008	6101	RP1
ITIH2	0.0065323810707592815	3698	ITIH2
CAMK2A	0.00756152818192462	815	CAMK2A
NUCKS1	0.009537040777795582	64710	NUCKS1
CHST12	0.006600680009396607	55501	CHST12
CHCHD6	0.00622096088571657	84303	CHCHD6
SAT2	0.007961293629476665	112483	SAT2
GHDC	0.009371933904298082	84514	GHDC
HTR1F	0.0022946259347386426	3355	HTR1F
CHAF1A	0.012250187996703164	10036	CHAF1A
CYB561A3	0.008075086084605625	220002	CYB561A3
SAP130	0.006118252681549633	79595	SAP130
GPANK1	0.009526570574874691	7918	GPANK1
RAD50	0.010376578985688447	10111	RAD50
NRDC	0.0011720234887340566	4898	NRDC
PRDM8	0.005182369280736177	56978	PRDM8
PRR7	0.00115889044603317	80758	PRR7
PMEL	0.010756086303162434	6490	PMEL
EEF1D	0.005156548097477354	1936	EEF1D
ALKAL2	0.008080405037662098	285016	ALKAL2
DEFB121	2.8760908552619737e-05	245934	DEFB121
ZGLP1	0.002861999618342948	100125288	ZGLP1
MCMBP	0.019013317818282784	79892	MCMBP
PLIN4	0.003847959756940945	729359	PLIN4
SERHL2	0.00368387367454336	253190	SERHL2
FXR1	0.002864173692356494	8087	FXR1
BBOX1	0.0019008832544722964	8424	BBOX1
ETV5	0.014025183391310717	2119	ETV5
CCDC188	0.00607534961522137	388849	CCDC188
HUNK	0.007928809021552866	30811	HUNK
SLC37A1	0.009284163652392685	54020	SLC37A1
HBB	0.005346161312084658	3043	HBB
SNAPC4	0.011055182506795031	6621	SNAPC4
KLHDC8A	0.006131916526123706	55220	KLHDC8A
EDEM2	0.007375754218819602	55741	EDEM2
SPOCK2	0.011726142235494324	9806	SPOCK2
ENTPD4	0.0020987396498055397	9583	ENTPD4
HES1	0.01989346530262958	3280	HES1
DPP9	0.012299244802349072	91039	DPP9
ACTL9	6.452979166209527e-05	284382	ACTL9
SUMO2	0.007332500096916179	6613	SUMO2
CALM1	0.01028542666523615	801	CALM1
ADAMTS14	0.015773937266543067	140766	ADAMTS14
MYDGF	0.0020388066281521876	56005	MYDGF
TKT	0.0010603297723188825	7086	TKT
BROX	0.0019127615128123553	148362	BROX
JSRP1	0.0011562171612337826	126306	JSRP1
PROCA1	0.0058597086575210315	147011	PROCA1
FIZ1	0.0022096527704336235	84922	FIZ1
GOLGA8N	0.0018774174659740807	643699	GOLGA8N
UBR4	0.002617032860402174	23352	UBR4
NAV2	0.008107185503182377	89797	NAV2
MBTPS1	0.0026341912231187224	8720	MBTPS1
NYAP1	0.0023438375703705196	222950	NYAP1
SSTR2	0.004786817169005367	6752	SSTR2
PCED1B	0.0034693025750120957	91523	PCED1B
KRT73	0.00018511283881252709	319101	KRT73
SMAP2	0.006888524093028053	64744	SMAP2
HOXA11	0.006657916165756688	3207	HOXA11
MGAT1	0.0032281308661546086	4245	MGAT1
WDR18	0.0021924429100697858	57418	WDR18
CD1E	0.001015469617498618	913	CD1E
ECI1	0.0039453414026675414	1632	ECI1
SAA1	0.04450252101183281	6288	SAA1
OR52W1	0.00014260003765806495	120787	OR52W1
NDUFV2	0.0029097456641975624	4729	NDUFV2
PCK2	0.011594346696776702	5106	PCK2
MEX3B	0.009512528253730387	84206	MEX3B
AWAT2	0.0008486094898288303	158835	AWAT2
BRWD1	0.007306477622007027	54014	BRWD1
PRAMEF2	0.0003585673746275384	65122	PRAMEF2
NFE2	0.014322592051109929	4778	NFE2
PAX3	0.014687316544330819	5077	PAX3
PCTP	0.006337099508559395	58488	PCTP
TMF1	0.004493559220899431	7110	TMF1
SPEF1	0.0008553732573381627	25876	SPEF1
IGF2	0.01959525799236385	3481	IGF2
NAT8L	0.007770101985566377	339983	NAT8L
ACER3	0.007546249467191145	55331	ACER3
MAPRE1	0.005406023834178422	22919	MAPRE1
NBAS	0.0032110317025862427	51594	NBAS
ARC	0.005840127619068185	23237	ARC
VGLL3	0.039389300927960676	389136	VGLL3
CDKN2AIPNL	0.0037352067895496514	91368	CDKN2AIPNL
KRTAP20-4	0.0003529570221534461	100151643	KRTAP20-4
EZH2	0.004310031058173751	2146	EZH2
EFR3A	0.009376585283913077	23167	EFR3A
LRMDA	0.009235322459957635	83938	LRMDA
SCTR	0.0012648851795503588	6344	SCTR
KCNS2	0.0011724803850330485	3788	KCNS2
STARD5	0.004698717766494366	80765	STARD5
IL1F10	0.0003923258790540135	84639	IL1F10
SPTLC3	0.009806722546716018	55304	SPTLC3
HCN2	0.012364108831381027	610	HCN2
DBR1	0.00257156181625692	51163	DBR1
SLC30A10	0.0017739377622023925	55532	SLC30A10
PTPA	0.0019182072840598133	5524	PTPA
MRPS16	0.003549848289404023	51021	MRPS16
SIAH1	0.006244302033316169	6477	SIAH1
ECE1	0.006953584203745012	1889	ECE1
OTOG	0.0007200001620946957	340990	OTOG
PRKAB2	0.008586475936873058	5565	PRKAB2
NUBP2	0.009538286149418705	10101	NUBP2
CXCL9	0.0015339781563097757	4283	CXCL9
TRIM66	0.0022526728330791016	9866	TRIM66
PTGES3L-AARSD1	0.002208603776737213	100885850	PTGES3L-AARSD1
KIF23	0.0030372103971234685	9493	KIF23
ARMS2	0.0003344349915393196	387715	ARMS2
CST4	0.003710891740350458	1472	CST4
ITGB4	0.01932427213547623	3691	ITGB4
ZG16	0.0003373052988067108	653808	ZG16
GOLGA8J	0.001104709431219643	653073	GOLGA8J
ASCL4	0.0008057655366175	121549	ASCL4
SLC26A3	0.0006889403961665489	1811	SLC26A3
PILRA	0.005350093651185273	29992	PILRA
TEX13C	0.00035593722698626856	100129520	TEX13C
MED25	0.0033476631766034643	81857	MED25
TPP1	0.003308795318018926	1200	TPP1
IRF7	0.008349454801989006	3665	IRF7
NT5C	0.002536840082413796	30833	NT5C
SYNE2	0.006378731763940686	23224	SYNE2
GPR158	0.007422523215447643	57512	GPR158
ACP6	0.01573321628715002	51205	ACP6
ZNF629	0.003576031024909662	23361	ZNF629
TBC1D25	0.0027936365644069027	4943	TBC1D25
ACAT1	0.0013539967521267043	38	ACAT1
ARHGEF4	0.006025636416120552	50649	ARHGEF4
MLEC	0.003764249812548525	9761	MLEC
PNPLA7	0.004066794222637075	375775	PNPLA7
RPS27A	0.0021236388990271684	6233	RPS27A
ENAH	0.00645595482457986	55740	ENAH
SH3RF3	0.004793955558517563	344558	SH3RF3
ARHGAP11B	0.005477213710790165	89839	ARHGAP11B
CHRNA2	0.0007709985559178037	1135	CHRNA2
CLEC18A	0.0012719686704007744	348174	CLEC18A
LY6G5B	0.002944535712807212	58496	LY6G5B
EPC1	0.002372598245115482	80314	EPC1
CPEB3	0.0028333683140718165	22849	CPEB3
SBK1	0.01089439767240526	388228	SBK1
ZNF544	0.009095738681278642	27300	ZNF544
LIFR	0.0071116367755393725	3977	LIFR
MTPAP	0.002287675083218436	55149	MTPAP
KLRK1	0.008864579468870103	22914	KLRK1
GRB2	0.0046656565875553965	2885	GRB2
ALKBH3	0.005495545087677501	221120	ALKBH3
DEFB108B	8.104072417323343e-05	245911	DEFB108B
NHERF1	0.007272098342267431	9368	NHERF1
OXCT1	0.009685043931895437	5019	OXCT1
IQCF2	7.95791116274666e-05	389123	IQCF2
OR14K1	0.0004224220697057941	343170	OR14K1
GK	0.0033977915383281757	2710	GK
RIN3	0.011548331660018236	79890	RIN3
ABTB2	0.01576301435484645	25841	ABTB2
PARD6B	0.009803105188924566	84612	PARD6B
C1orf87	0.0003271731813898398	127795	C1orf87
EPCAM	0.015321858873082834	4072	EPCAM
APOBEC3D	0.004782410863351278	140564	APOBEC3D
SPADH	0.00017198051721545839	112577516	SPADH
C5orf46	0.01677926375323473	389336	C5orf46
GRINA	0.009861240835832818	2907	GRINA
PASK	0.00439090028335226	23178	PASK
RFC2	0.004948815711224988	5982	RFC2
SRSF5	0.011817561328395008	6430	SRSF5
DCHS1	0.009231144343704117	8642	DCHS1
ARL14	0.004932086484614483	80117	ARL14
CFAP206	0.0014643973991089534	154313	CFAP206
CD2AP	0.002844618588103234	23607	CD2AP
CCDC39	0.0012150237885071083	339829	CCDC39
HOXA6	0.008214699618024308	3203	HOXA6
USP38	0.0038656853283202024	84640	USP38
AOC2	0.0018208756793870622	314	AOC2
LRGUK	0.0015214573491292528	136332	LRGUK
SLC27A6	0.005714967242267356	28965	SLC27A6
PSMB8	0.010805465508699699	5696	PSMB8
TRARG1	0.00012860008475948617	286753	TRARG1
CLDN8	0.0007160455351372532	9073	CLDN8
KRTAP27-1	7.330623243684243e-06	643812	KRTAP27-1
OGFOD1	0.0021825201349789615	55239	OGFOD1
PCDHGC3	0.00951704332415362	5098	PCDHGC3
ZNF414	0.002070231511804105	84330	ZNF414
TRIM46	0.002663848386594822	80128	TRIM46
MIA2	0.002658123751782622	4253	MIA2
DHRSX	0.005136892350233523	207063	DHRSX
DLGAP3	0.0013680862155280157	58512	DLGAP3
PAQR6	0.0009467823814460316	79957	PAQR6
COMMD10	0.0008582237551144414	51397	COMMD10
GLT8D1	0.0007179109504473986	55830	GLT8D1
ZFHX4	0.00268476603744102	79776	ZFHX4
IGF1R	0.002991835290576324	3480	IGF1R
KRTAP5-2	0.0007342835182780786	440021	KRTAP5-2
GPCPD1	0.0030358039087189813	56261	GPCPD1
SLC17A4	0.00019830433736960695	10050	SLC17A4
PPP4R2	0.004463937077006487	151987	PPP4R2
DENR	0.0037362439123600827	8562	DENR
IQCF3	9.83988313284105e-05	401067	IQCF3
OR13C2	6.062531915090292e-05	392376	OR13C2
OR10A2	1.5423589245822777e-05	341276	OR10A2
NMRK2	0.00125373438931996	27231	NMRK2
KRTAP5-11	0.00020018118590866917	440051	KRTAP5-11
AEBP1	0.015455214515723747	165	AEBP1
SNX4	0.00401808810883559	8723	SNX4
RHOH	0.008652945763840207	399	RHOH
KCNJ8	0.00665724801275977	3764	KCNJ8
HIP1	0.0042045210509206446	3092	HIP1
CCNE1	0.0023633434109175695	898	CCNE1
CCDC78	0.0017183298667815935	124093	CCDC78
ZC3H11A	0.0008442344153906618	9877	ZC3H11A
LCE1D	0.00017059660009191736	353134	LCE1D
PRDX3	0.002028929107819503	10935	PRDX3
CC2D2B	0.0003059649263228182	387707	CC2D2B
MED26	0.0010483260102749495	9441	MED26
SULT1A2	0.0027955991979751542	6799	SULT1A2
DPF3	0.004807964354715091	8110	DPF3
TBC1D24	0.0031204500017501043	57465	TBC1D24
AATK	0.0028731424465551158	9625	AATK
SPNS3	0.0036701644268317727	201305	SPNS3
P2RY1	0.006651498436096436	5028	P2RY1
BNC2	0.009406104206461097	54796	BNC2
SPRR2D	0.005474400635826138	6703	SPRR2D
SCARF1	0.004960737546876778	8578	SCARF1
ZNF614	0.002668759930374334	80110	ZNF614
CCDC157	0.002838573658392108	550631	CCDC157
HYAL3	0.0058565389614866695	8372	HYAL3
MBTD1	0.004538673813816105	54799	MBTD1
FKBP14	0.004167587051184045	55033	FKBP14
HELZ	0.001102951873930473	9931	HELZ
PDE1A	0.00870022716965696	5136	PDE1A
SRRD	0.004447785731348368	402055	SRRD
PKIB	0.010258066553279457	5570	PKIB
UBTD2	0.004154556378770076	92181	UBTD2
CALHM1	0.0005912015319472985	255022	CALHM1
FPR3	0.001320303929024529	2359	FPR3
NELL1	0.006339320773628865	4745	NELL1
TET3	0.0075674647519826535	200424	TET3
USP41P	0.011556816087303618	373856	USP41P
NABP1	0.0060754579982888884	64859	NABP1
UTP15	0.0006764999597820953	84135	UTP15
EIF2AK3	0.004362994461320762	9451	EIF2AK3
MRPL23	0.004827727178900498	6150	MRPL23
METTL5	0.001037972854894776	29081	METTL5
PCGF1	0.0033655880031451778	84759	PCGF1
TMBIM6	0.005188983274204269	7009	TMBIM6
NPY1R	0.008101329564541742	4886	NPY1R
FMO2	0.000808612002796014	2327	FMO2
ADGRE2	0.005822505977837899	30817	ADGRE2
ECE2	0.00023624740630799978	9718	ECE2
MEGF11	0.0026482300531568445	84465	MEGF11
TMEM107	0.0028397486990207692	84314	TMEM107
TCEAL3	0.014140961918720756	85012	TCEAL3
MRPS18B	0.001441583561911595	28973	MRPS18B
METTL18	0.0012535598792467015	92342	METTL18
H1-5	0.0027286332285312684	3009	H1-5
FKRP	0.0035729923198890203	79147	FKRP
AWAT1	0.0003990904202305458	158833	AWAT1
EIF4EBP1	0.003640039617932522	1978	EIF4EBP1
CSRP1	0.006199830012169889	1465	CSRP1
LTBP3	0.003285487855857602	4054	LTBP3
SLC12A3	0.0017660349785353845	6559	SLC12A3
PTGES	0.024473474044999933	9536	PTGES
AMN1	0.0021889940964161148	196394	AMN1
TMEM184B	0.0038628376640987643	25829	TMEM184B
MED22	0.0020940735007883016	6837	MED22
HGH1	0.004575961605490379	51236	HGH1
CRAMP1	0.0032016757374222515	57585	CRAMP1
SNRPB	0.000559523229905812	6628	SNRPB
AP4B1	0.0009643518285396549	10717	AP4B1
KCNT1	0.0001918192908412808	57582	KCNT1
PAFAH1B2	0.0022052342287293934	5049	PAFAH1B2
ALS2CL	0.008348501098739988	259173	ALS2CL
PTF1A	0.00010803346180769944	256297	PTF1A
GTF3A	0.0014750480912705624	2971	GTF3A
HRK	0.002027044554772978	8739	HRK
TIPRL	0.0015517370413195123	261726	TIPRL
GIT2	0.014655548824716029	9815	GIT2
NONO	0.007006560066222842	4841	NONO
KCTD6	0.00458096166559718	200845	KCTD6
GLT6D1	2.2958333237600928e-05	360203	GLT6D1
PPM1G	0.0038062214346576318	5496	PPM1G
ADSS2	0.010793283785577278	159	ADSS2
CD8A	0.0010927156998563677	925	CD8A
ENHO	0.011818953759379518	375704	ENHO
CHMP7	0.011348675214638105	91782	CHMP7
FAM180A	0.01586803681491654	389558	FAM180A
KANK2	0.0057024597147097645	25959	KANK2
GPX5	8.728239132335807e-05	2880	GPX5
BCKDHB	0.0012642152474787297	594	BCKDHB
MCOLN3	0.004386094491623848	55283	MCOLN3
TBC1D10A	0.0026160631550176993	83874	TBC1D10A
EGR2	0.004319091987547636	1959	EGR2
LEPROTL1	0.0021436730589309053	23484	LEPROTL1
NOTCH2NLA	0.003399526675374831	388677	NOTCH2NLA
H4C1	0.0029188778612463176	8359	H4C1
WASHC5	0.0023467511332667117	9897	WASHC5
ELK1	0.0012171089889214779	2002	ELK1
COL6A2	0.002842770693890535	1292	COL6A2
PPP1R16B	0.0012955711878335156	26051	PPP1R16B
COMMD3	0.0008680427628886498	23412	COMMD3
SELP	0.00045964525867671986	6403	SELP
CIT	0.00167677036999467	11113	CIT
NCBP1	0.000822719976705675	4686	NCBP1
DNAJB4	0.0012057221314822862	11080	DNAJB4
SLC43A3	0.003990539921831169	29015	SLC43A3
TSC22D3	0.004734722896010564	1831	TSC22D3
AIP	0.0038479016930968355	9049	AIP
PAG1	0.005002957282952165	55824	PAG1
ZNF133	0.0010980413803329538	7692	ZNF133
CD53	0.010884526604292406	963	CD53
KCNG4	0.0004170696270894223	93107	KCNG4
KLRC4	0.0028692482081861697	8302	KLRC4
GFPT1	0.003937394315664303	2673	GFPT1
LOC102723971	6.185702350470945e-05	102723971	-
HHLA1	0.0006618853123181127	10086	HHLA1
TMEM35A	0.006105130656649897	59353	TMEM35A
SNX32	0.002221779550525535	254122	SNX32
TMEM62	0.006020910011328927	80021	TMEM62
OR4B1	1.0183368351102435e-05	119765	OR4B1
ZNF880	0.00841382515368847	400713	ZNF880
ZNF735	9.865264977965745e-05	730291	ZNF735
PRSS8	0.016277871574582128	5652	PRSS8
TAF7L	0.001459910075855757	54457	TAF7L
TPSAB1	0.0014756460312505494	7177	TPSAB1
AMMECR1	0.0028535800592191666	9949	AMMECR1
RNF175	0.012137751610382093	285533	RNF175
SMIM22	0.008526351152453876	440335	SMIM22
RNF6	0.0004656164776295902	6049	RNF6
PDYN	0.00013126934204190196	5173	PDYN
CARD6	0.0005145415034840298	84674	CARD6
ERLIN1	0.0014414280676367235	10613	ERLIN1
RUBCNL	0.004141541573119591	80183	RUBCNL
CLEC11A	0.007728593955331497	6320	CLEC11A
RGP1	0.0024373619619092626	9827	RGP1
ZNF775	0.0005802504545591755	285971	ZNF775
RPL3	0.003875059216580463	6122	RPL3
INSIG2	0.0020779727944287216	51141	INSIG2
TAMALIN	0.0024050250242632332	160622	TAMALIN
TMPRSS5	0.0009101987825924045	80975	TMPRSS5
OR4K5	6.701959904233109e-06	79317	OR4K5
MEPCE	0.002019233133202644	56257	MEPCE
IMMP2L	0.002333774274688615	83943	IMMP2L
ARG1	0.00038743849477301784	383	ARG1
MSMP	0.000633798264838608	692094	MSMP
EFCAB5	0.0010788039728930577	374786	EFCAB5
AEBP2	0.0019945228279125006	121536	AEBP2
TMED8	0.00043991201379542556	283578	TMED8
EBF2	0.0004139974930363262	64641	EBF2
H2BC6	0.001032227972530404	8344	H2BC6
ESPL1	0.0012527788405227037	9700	ESPL1
EIF1AD	0.001280287202683904	84285	EIF1AD
CTNNA3	0.00025159585318953776	29119	CTNNA3
FETUB	0.00018261930602604865	26998	FETUB
CHRAC1	0.0012741955640954321	54108	CHRAC1
UBTF	0.000998387158859737	7343	UBTF
UTP4	0.0013350144613133795	84916	UTP4
NEUROD2	0.0003768663580032261	4761	NEUROD2
SYCP2	0.0015351135357348895	10388	SYCP2
FAM200A	0.0005818158980611247	221786	FAM200A
SLC17A2	2.5982496650879903e-05	10246	SLC17A2
PCDHGA2	0.0007714370588664492	56113	PCDHGA2
MYO1E	0.00382670066159445	4643	MYO1E
CCDC152	0.003310511503311021	100129792	CCDC152
LRRC72	1.543555749745434e-05	100506049	LRRC72
CASP6	0.000605057358577193	839	CASP6
NT5E	0.019287142544090724	4907	NT5E
UNC50	0.0011012203625360292	25972	UNC50
FAM227B	0.00038316499531538216	196951	FAM227B
DBI	0.0010950424367824638	1622	DBI
TAS1R3	0.0004093693933374297	83756	TAS1R3
GOLGA6L7	0.0005024867435290392	728310	GOLGA6L7
C7	0.0017096294321971221	730	C7
TPRN	0.002428428234168684	286262	TPRN
CCDC77	0.0009310333342159556	84318	CCDC77
DUS4L	0.0008231896649033252	11062	DUS4L
IFITM10	0.002553726780786287	402778	IFITM10
BRD8	0.0006906708056957751	10902	BRD8
ENY2	0.000272333429566938	56943	ENY2
FGF2	0.0020033339818611505	2247	FGF2
CYFIP2	0.0012164930759640832	26999	CYFIP2
LY96	0.0025931030121656416	23643	LY96
PPP1R9A	0.0020393032111516904	55607	PPP1R9A
KRTAP4-4	1.2277058197362898e-05	84616	KRTAP4-4
CHI3L1	0.0013243626874879484	1116	CHI3L1
TEKT4	4.7836532436114424e-05	150483	TEKT4
ALDH9A1	0.0007520996013558908	223	ALDH9A1
C15orf62	0.003855231012540185	643338	C15orf62
HOMEZ	0.0021701274976783902	57594	HOMEZ
SMIM28	0.0003436398102839926	110806279	SMIM28
SAP30BP	0.0008600194715932874	29115	SAP30BP
CIMAP2	0.0005509301623649145	163747	CIMAP2
GPX1	0.0064583502551217135	2876	GPX1
TP53TG3B	0.001197913101500736	729355	TP53TG3B
CELA2B	0.0004155034273731317	51032	CELA2B
ATG14	0.002802547004757016	22863	ATG14
ANGPT1	0.014872843356581135	284	ANGPT1
SLC39A2	0.0012777819190628158	29986	SLC39A2
G6PC2	1.680994328244786e-05	57818	G6PC2
METTL4	0.000468562551265629	64863	METTL4
MRPL27	0.0008408053569022347	51264	MRPL27
WDR72	0.00237875446456358	256764	WDR72
B3GNT9	0.003097332373545429	84752	B3GNT9
CNPY2	0.0009101676011641057	10330	CNPY2
CAD	0.0006786063754684005	790	CAD
OR6B3	5.888204673914434e-05	150681	OR6B3
RIPOR3	0.0024958561078275107	140876	RIPOR3
TDRD3	0.0014089206344984322	81550	TDRD3
SPATC1	0.00011426826886927213	375686	SPATC1
NAV1	0.002016095677307716	89796	NAV1
ATAD2	0.0005262924596142853	29028	ATAD2
PRCD	0.0019836483155847534	768206	PRCD
PRB1	0.00023039833613513257	5542	PRB1
HMMR	0.0015487237735287154	3161	HMMR
HSH2D	0.0016980536219579683	84941	HSH2D
RACK1	0.0014422869474475738	10399	RACK1
ZNF846	0.001798633956686488	162993	ZNF846
OSR1	0.001034223741019447	130497	OSR1
PALMD	0.0006891261333369221	54873	PALMD
RPL7A	0.0002844741353755736	6130	RPL7A
TENT5C	0.0004833390446002228	54855	TENT5C
KRT40	0.0004514126509333462	125115	KRT40
CDC37L1	0.0005607196334368268	55664	CDC37L1
GRAMD2A	0.0006870819793852774	196996	GRAMD2A
SPINK14	2.1210713625565947e-05	408187	SPINK14
FDFT1	0.0007268080156112686	2222	FDFT1
FLI1	0.0035668300514539873	2313	FLI1
ALPK1	0.0015556080288714358	80216	ALPK1
RIC8B	0.0008514375839321972	55188	RIC8B
TMEM132D	0.00022988549877277803	121256	TMEM132D
GCG	0.00042043500460075915	2641	GCG
CLEC2A	0.00032340183637573615	387836	CLEC2A
MZT1	0.0013932617928865505	440145	MZT1
SPACA1	1.3225428654074475e-05	81833	SPACA1
CREBZF	0.0007879573343383989	58487	CREBZF
METTL1	0.0006359950260607829	4234	METTL1
HAPSTR1	0.0036122818960822997	29035	HAPSTR1
COTL1	0.00289387981534817	23406	COTL1
TMX4	0.0016882819511480239	56255	TMX4
NEK10	0.0010277096785750361	152110	NEK10
TMEM129	0.0013068850121038932	92305	TMEM129
GARIN2	0.00037734236981619575	161142	GARIN2
SPNS1	0.001007494327672702	83985	SPNS1
NUDT6	0.00207340180864694	11162	NUDT6
B4GALT7	0.001278192124584756	11285	B4GALT7
KIF22	0.0013746065100638878	3835	KIF22
DGKA	0.006979948149113139	1606	DGKA
CDH6	0.02920283653983911	1004	CDH6
DBT	0.004771221607774036	1629	DBT
FAM193A	0.005131086563400317	8603	FAM193A
COL15A1	0.003685365999458037	1306	COL15A1
EOLA2	0.005767112351801039	541578	EOLA2
RPL37	0.00994280573037833	6167	RPL37
SATL1	0.0012205828934662418	340562	SATL1
RASGRP4	0.003732860289761185	115727	RASGRP4
EIF3B	0.006846649224963513	8662	EIF3B
